username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_sku_1,Q_sku_2,Q_sku_3,Q_vic_1,Q_vic_2,Q_vic_3,Q_met_1,Q_met_2,Q_met_3,Q_mus_1,question1,Q_mus_2,Q_mus_3,Q_spa_1,Q_spa_2,Q_spa_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Skull Evolution Filter, memory questions","rt_Victorian High Street Filter, memory questions","rt_Science Experiment Filter, memory questions","rt_Reflections of an Artist Filter, memory questions","rt_Satellite Launcher Filter, memory questions",survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,"survey_page_changed_to_Reflections of an Artist Filter, memory questions","order_Reflections of an Artist Filter, memory questions","survey_page_changed_to_Skull Evolution Filter, memory questions","order_Skull Evolution Filter, memory questions","survey_page_changed_to_Science Experiment Filter, memory questions","order_Science Experiment Filter, memory questions","survey_page_changed_to_Victorian High Street Filter, memory questions","order_Victorian High Street Filter, memory questions","survey_page_changed_to_Satellite Launcher Filter, memory questions",internal_id,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,"order_Satellite Launcher Filter, memory questions",rt_general info_1,"survey_page_changed_to_Skull Evolution Filter, memory questions_1","rt_Skull Evolution Filter, memory questions_1","survey_page_changed_to_Science Experiment Filter, memory questions_1","rt_Science Experiment Filter, memory questions_1","survey_page_changed_to_Satellite Launcher Filter, memory questions_1","rt_Satellite Launcher Filter, memory questions_1","survey_page_changed_to_Victorian High Street Filter, memory questions_1","rt_Victorian High Street Filter, memory questions_1",pageNumber,order_general info_1,testxr_participant_id,testxr_uuid,rt_general info_1_2,"order_Skull Evolution Filter, memory questions_1"
﻿,0,,,2023-12-15 20:58:32.595036,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,586d71f3a205a90001e7ea7e,,,,-3,1,,1,-2,,-1,-3,-2,,-3,-3,-3,-3,-2,8,21,8,28,33,,26,33,,179,2m:59s,AnonymousUser,586d71f3a205a90001e7ea7e,64413b04f9885d4cc8821c4a,657cbde682e6f63436e9279c,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=586d71f3a205a90001e7ea7e&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657cbde682e6f63436e9279c,1,8,2,29,3,131,7,103,6,157,,70,5,37,19884,,,,,4,,,,,,,,,,,,None,ffecf55e-f947-432d-98e3-1780a8d62a29,,
﻿,0,,,2023-12-15 21:49:17.760391,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,62fb794d58e8f2902c9a5f13,,,-1,1,-1,-1,1,1,1,-3,-1,-2,,1,1,-3,1,-3,12,5,6,9,21,19,11,,,88,1m:28s,AnonymousUser,62fb794d58e8f2902c9a5f13,64413b04f9885d4cc8821c4a,657cc9c5b3549a2251a0bcce,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=62fb794d58e8f2902c9a5f13&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657cc9c5b3549a2251a0bcce,1,12,2,17,3,72,7,44,5,53,6,23,4,83,19886,,,,,,,,,,,,,,,,,None,0cadbf84-078e-425c-9063-60441f21437b,,
﻿,0,,,2023-12-15 22:12:13.550261,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,611377497bdc630aedb0c1a7,,,1,-3,-1,-3,-1,-2,-2,-1,-1,-2,,1,-1,-3,1,-1,13,8,5,62,38,35,38,,,207,3m:27s,AnonymousUser,611377497bdc630aedb0c1a7,64413b954466c8a7f2cb51d1,657ccf252be281aed5c93acc,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=611377497bdc630aedb0c1a7&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657ccf252be281aed5c93acc,1,13,2,21,3,123,6,26,4,88,5,162,7,200,19889,,,,,,,,,,,,,,,,,None,e7e60a88-1953-40ab-a3e1-e61a6113078e,,
﻿,0,,,2023-12-15 23:06:43.275660,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5f7deaf807753f02f9cc2b2a,,,-2,1,1,1,1,-2,1,1,1,-3,,-2,-3,1,-2,-3,34,11,6,42,,104,55,64,,360,6m:0s,AnonymousUser,5f7deaf807753f02f9cc2b2a,64413b954466c8a7f2cb51d1,657cdbd18605cae64b59c3ef,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5f7deaf807753f02f9cc2b2a&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657cdbd18605cae64b59c3ef,1,35,2,46,3,52,4,275,7,107,5,317,,211,19893,,,,,6,,,,,,,,,,,,None,3458db24-de4d-433f-87ab-cd95c14350b7,,
﻿,0,,,2023-12-15 23:53:54.056065,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5a48bf3766e7880001de6002,,,-1,1,1,-3,1,-2,-2,1,-1,-2,,-1,-1,-1,1,1,11,5,10,37,70,,58,49,,271,4m:31s,AnonymousUser,5a48bf3766e7880001de6002,64413b04f9885d4cc8821c4a,657ce6fe39bbb2c8238e04b2,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5a48bf3766e7880001de6002&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657ce6fe39bbb2c8238e04b2,1,11,2,16,3,27,4,85,5,241,,171,7,122,19899,,,,,6,,,,,,,,,,,,None,9005d58b-7e89-41cf-a201-418a99d5227c,,
﻿,0,,,2023-12-16 01:35:58.522164,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,600cb67fd53db7000a912f23,,,1,1,1,-1,1,-2,-2,1,1,1,,-2,-3,1,1,-1,9,10,2,24,32,,29,47,,176,2m:56s,AnonymousUser,600cb67fd53db7000a912f23,64413b954466c8a7f2cb51d1,657cfeebe56624f8281a6aa7,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=600cb67fd53db7000a912f23&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657cfeebe56624f8281a6aa7,1,9,2,19,3,21,4,51,5,155,,75,6,108,19903,,,,,7,,,,,,,,,,,,None,69d30154-a103-4157-ae86-fd111921b9a9,,
﻿,0,,,2023-12-16 02:07:11.152676,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5f081d1c3f66b445d217bbb9,,,1,-3,-1,-3,1,-3,-2,1,1,1,,-2,1,-1,-3,1,7,7,3,23,,16,12,24,,106,1m:46s,AnonymousUser,5f081d1c3f66b445d217bbb9,64413b954466c8a7f2cb51d1,657d063d212dc6bd9565dcc5,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5f081d1c3f66b445d217bbb9&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657d063d212dc6bd9565dcc5,1,7,2,14,3,40,5,17,4,52,6,92,,68,19905,,,,,7,,,,,,,,,,,,None,8c6329ac-15c4-4f1f-ba62-ea2815536246,,
﻿,0,,,2023-12-16 11:34:29.895855,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63e51c31c0ebe3a07a667112,,,1,1,1,1,1,1,1,-1,-3,1,,1,-1,1,-2,-1,7,8,6,30,,29,31,35,,186,3m:6s,AnonymousUser,63e51c31c0ebe3a07a667112,64413beb7a2d6b000b31e13a,657d8b32646de80c5e067206,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63e51c31c0ebe3a07a667112&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657d8b32646de80c5e067206,1,7,2,15,3,51,5,21,4,82,6,146,,111,19929,,,,,7,,,,,,,,,,,,None,82af65bc-61f0-4522-a4c5-7fc403215807,,
﻿,0,,,2023-12-16 14:38:14.650206,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,63d7bb92ab9685eb344e78f4,,,1,-3,-1,-3,1,-2,-2,1,1,-2,,-2,1,1,1,1,22,5,7,43,35,42,,45,,251,4m:11s,AnonymousUser,63d7bb92ab9685eb344e78f4,64413beb7a2d6b000b31e13a,657db6354d87876ec67fb25d,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=63d7bb92ab9685eb344e78f4&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657db6354d87876ec67fb25d,1,22,2,27,3,199,,34,4,112,6,77,5,154,19957,,,,,7,,,,,,,,,,,,None,08cf73d8-2493-440c-ab8e-d9e606efd861,,
﻿,0,,,2023-12-16 15:18:21.318935,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,64012dd5c39978def2518c84,,,1,-2,-2,-2,-3,-2,-2,-2,-1,-3,,1,1,-1,-2,-2,27,10,2,20,17,19,,11,37,125,2m:5s,AnonymousUser,64012dd5c39978def2518c84,64413b954466c8a7f2cb51d1,657dbf9a289c855afec6fa82,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=64012dd5c39978def2518c84&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657dbf9a289c855afec6fa82,1,27,2,40,3,110,,89,7,42,4,72,6,61,19961,39,1,,,5,2,,,,,,,,,,,None,46a0cc73-6899-4995-98cd-e268f5c96ea3,,
﻿,0,,,2023-12-16 17:26:45.964488,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,6413576096e9bcfee03c96a0,,,1,1,-2,-3,1,-2,-1,1,1,-3,,-3,-3,-3,-2,-1,9,6,57,36,35,67,,39,15,291,4m:51s,AnonymousUser,6413576096e9bcfee03c96a0,64413a0d54e71805ea2a1795,657dddbcfac02f0da8a96b7a,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=6413576096e9bcfee03c96a0&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657dddbcfac02f0da8a96b7a,1,9,2,43,3,277,,139,5,210,7,175,6,100,19966,31,12,,,4,16,,,,,,,,,,,None,63303d87-e89c-48e6-b173-c0ce74d4f09d,,
﻿,0,,,2023-12-16 17:55:13.844227,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5c14b996ce422b0001d71ac8,,,-3,1,1,-3,1,-2,-2,1,-3,1,,1,1,-1,-2,-2,8,6,5,32,64,35,,119,,343,5m:43s,AnonymousUser,5c14b996ce422b0001d71ac8,64413beb7a2d6b000b31e13a,657de46e7775fdb694d178d7,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5c14b996ce422b0001d71ac8&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657de46e7775fdb694d178d7,1,9,2,15,3,273,,87,5,119,6,23,4,154,19970,20,1,21,2,7,,,,,,,,,,,,None,2ccec0f0-909b-4df8-91cb-c206cb888b58,,
﻿,0,,,2023-12-16 17:59:50.442151,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63d15e431805af73fe968e63,,,1,1,1,1,-1,,1,1,1,-2,,-1,-1,-3,-3,-1,8,6,9,,143,75,244,195,,746,12m:26s,AnonymousUser,63d15e431805af73fe968e63,64413a0d54e71805ea2a1795,657de5847facaecd1a06629d,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63d15e431805af73fe968e63&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657de5847facaecd1a06629d,1,8,2,14,3,23,4,680,,462,6,537,7,267,19971,,,,,5,,,,,,,,,,,,None,5a126637-45e2-4982-9477-849a18240f60,,
﻿,0,,,2023-12-16 20:59:41.591016,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,58d7ab1b31506e0001447859,,,-2,1,-1,-3,1,-2,,1,-3,1,,1,1,1,-2,-1,12,5,7,26,34,15,38,,17,200,3m:20s,AnonymousUser,58d7ab1b31506e0001447859,64413b04f9885d4cc8821c4a,657e0f7950059eba52a12af9,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=58d7ab1b31506e0001447859&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657e0f7950059eba52a12af9,1,12,2,51,3,133,7,107,6,92,5,58,4,171,19982,32,19,,,,15,,,,,,,,,,,None,2b728f1b-6014-4d04-831a-e7db1028aba5,,
﻿,0,,,2023-12-17 00:04:06.592532,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63d79c125a557e8fa5c62c26,,,1,-2,-3,1,1,-3,1,1,1,1,,1,-1,1,-3,-2,6,27,3,14,7,,27,5,,112,1m:52s,AnonymousUser,63d79c125a557e8fa5c62c26,64413a0d54e71805ea2a1795,657e3aebacb5d317257fccf1,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63d79c125a557e8fa5c62c26&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657e3aebacb5d317257fccf1,1,6,2,33,3,36,4,70,6,89,,63,5,84,19985,,,,,7,,,,,,,,,,,,None,77ba1141-9b37-46ec-81eb-fc7e13f69d1d,,
﻿,0,,,2023-12-17 08:28:23.123042,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,63e530a8c23ce5fc5f65f1da,,,-2,1,-2,-3,1,-2,-3,-3,1,-3,,1,1,-3,-2,-2,27,6,6,42,85,40,46,,,329,5m:29s,AnonymousUser,63e530a8c23ce5fc5f65f1da,64413a0d54e71805ea2a1795,657eb0e751e703ef98eec332,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=63e530a8c23ce5fc5f65f1da&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657eb0e751e703ef98eec332,1,27,2,33,3,40,4,127,6,86,5,169,7,255,19991,,,,,,,,,,,,,,,,,None,c59aba98-c411-45a4-9d8c-208383642e9a,,
﻿,0,,,2023-12-17 13:47:09.676031,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5ecbcc4bd6233604411d3e81,,,1,1,1,-1,-1,-2,-1,1,1,1,,-3,1,-1,-2,-2,20,7,7,52,37,38,,22,,201,3m:21s,AnonymousUser,5ecbcc4bd6233604411d3e81,64413beb7a2d6b000b31e13a,657efbc04d87876ec67fdb43,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5ecbcc4bd6233604411d3e81&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657efbc04d87876ec67fdb43,1,20,2,27,3,183,,131,7,71,5,34,4,109,20004,,,,,6,,,,,,,,,,,,None,15961671-e480-4e3f-a4d1-fe46716a88db,,
﻿,0,,,2023-12-17 14:22:58.672722,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5e18ec6ccfe732000cddf5ed,,,-3,1,-1,-3,1,-2,-2,1,1,1,,-3,-1,1,-2,-2,10,6,8,36,36,,37,63,,231,3m:51s,AnonymousUser,5e18ec6ccfe732000cddf5ed,64413b954466c8a7f2cb51d1,657f04318be1350284dfcfaa,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5e18ec6ccfe732000cddf5ed&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657f04318be1350284dfcfaa,1,10,2,16,3,88,5,161,7,197,,125,6,24,20006,,,,,4,,,,,,,,,,,,None,a97a536a-b4c1-4624-b5c6-f1252e0b986d,,
﻿,0,,,2023-12-17 15:11:30.069169,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,61471e59032755e55576414a,,,-1,1,-1,-3,1,-2,1,-3,-1,1,,-3,-2,-2,-3,-1,5,7,5,50,54,19,20,,,192,3m:12s,AnonymousUser,61471e59032755e55576414a,64413beb7a2d6b000b31e13a,657f0f8b2ad79871ba4e7d1b,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=61471e59032755e55576414a&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=657f0f8b2ad79871ba4e7d1b,1,5,2,12,3,68,5,17,4,88,6,107,7,173,20010,,,,,,,,,161,7,,,168,5,,,None,668f7a1a-1474-4f21-b03d-c78fea579f8b,,
﻿,0,,,2023-12-17 16:24:44.436590,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,5f2cc8cebc4bd01d61151550,,,-2,-1,-1,1,-1,,,1,1,1,,-3,1,-2,-2,-2,8,8,4,,7,15,5,9,,84,1m:24s,AnonymousUser,5f2cc8cebc4bd01d61151550,64413b954466c8a7f2cb51d1,657f20aec2d51fb1b9e38b4a,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=5f2cc8cebc4bd01d61151550&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657f20aec2d51fb1b9e38b4a,1,8,2,16,3,56,6,76,,61,7,20,4,47,20017,,,27,4,5,,,,,,,,31,16,,,None,62c7bfec-af25-4d82-9509-0e5674d809de,,
﻿,0,,,2023-12-17 17:56:11.521115,f2ab4f39-e80c-424a-8bb8-f92d669e6928,instagram_1month_MIL__underserved_flat,1,6033e1ebde90b513004b6d95,,,1,1,-1,-3,1,-2,1,1,1,1,,-3,-1,-1,1,1,15,6,7,37,,21,54,77,,269,4m:29s,AnonymousUser,6033e1ebde90b513004b6d95,64413b954466c8a7f2cb51d1,657f362334dd3b468e8781c5,https://testxr.org/projects/survey/prolific/f2ab4f39-e80c-424a-8bb8-f92d669e6928/?PROLIFIC_PID=6033e1ebde90b513004b6d95&STUDY_ID=64413b954466c8a7f2cb51d1&SESSION_ID=657f362334dd3b468e8781c5,1,15,2,21,3,164,7,29,4,66,5,218,,87,20022,,,,,6,,,,,,,,,,,,None,66764ef1-edc1-4c1d-bb3e-24857902b467,,
﻿,0,,,2023-12-17 22:00:20.761607,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,629e1fc50453c5096d91c5f4,,,-2,1,1,-2,1,-2,1,-3,1,1,,1,1,-1,-2,-1,9,5,7,,26,29,23,46,,162,2m:42s,AnonymousUser,629e1fc50453c5096d91c5f4,64413b04f9885d4cc8821c4a,657f6f62fac02f0da8a9a4c8,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=629e1fc50453c5096d91c5f4&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657f6f62fac02f0da8a9a4c8,1,9,2,14,3,67,5,146,,90,6,119,7,21,20027,,,,,4,,,,,,,,,,,,None,95332ab8-86f2-4902-ab55-3c6536c0cd63,,
﻿,0,,,2023-12-17 22:12:37.136493,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60ca5fd3348c494bcdcd51c9,,,-3,1,-1,1,1,-2,-2,-1,-3,-3,,-3,1,-3,-2,-1,17,11,8,44,49,36,,28,,7903,131m:43s,AnonymousUser,60ca5fd3348c494bcdcd51c9,64413a0d54e71805ea2a1795,657f72328efab1fba4ec6d95,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60ca5fd3348c494bcdcd51c9&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657f72328efab1fba4ec6d95,1,17,2,28,3,194,,114,6,158,7,36,4,86,20028,,,,,5,,,,,,,,,,,,None,f989810a-7ecd-4b19-ae7c-f6f241789607,,
﻿,0,,,2023-12-18 01:28:14.344623,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63d3fb133808efad214ccce1,,,-2,-1,1,1,1,-2,-2,1,1,-2,,1,-3,1,-3,-2,3,7,2,,37,35,16,32,,146,2m:26s,AnonymousUser,63d3fb133808efad214ccce1,64413b04f9885d4cc8821c4a,657fa027f3bac23e1b62e78f,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63d3fb133808efad214ccce1&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657fa027f3bac23e1b62e78f,1,3,2,10,3,79,6,132,,12,4,95,7,47,20031,,,,,5,,,,,,,,,,,,None,8dc903cd-a8eb-4903-ba50-1fe12cf52979,,
﻿,0,,,2023-12-18 03:10:12.330105,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,5f6736b2bbb75e32460eb8c5,,,1,1,-2,1,1,1,1,1,-1,1,,1,1,1,-2,-1,9,14,4,39,69,55,,68,,309,5m:9s,AnonymousUser,5f6736b2bbb75e32460eb8c5,64413a0d54e71805ea2a1795,657fb8056998d31c3f98a0e4,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=5f6736b2bbb75e32460eb8c5&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=657fb8056998d31c3f98a0e4,1,9,2,23,3,259,,220,7,28,4,151,6,83,20032,,,,,5,,,,,,,,,,,,None,61810f02-8737-4dcc-8d10-d973ac088c80,,
﻿,0,,,2023-12-18 07:16:35.956117,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5936b0fcb967f3000176bf73,,,-2,-1,1,-2,1,-2,-3,-1,-3,1,,-2,-1,1,1,-1,22,5,2,74,75,53,40,,,332,5m:32s,AnonymousUser,5936b0fcb967f3000176bf73,64413b04f9885d4cc8821c4a,657ff1b6289c855afec751de,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5936b0fcb967f3000176bf73&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=657ff1b6289c855afec751de,1,22,2,27,3,231,7,104,5,178,6,29,4,271,20037,,,,,,,,,,,,,,,,,None,d27f962b-de5b-45f5-bff2-bdfe447418fe,,
﻿,0,,,2023-12-18 09:17:53.615523,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5f68df44e847c607809962c8,,,1,1,-1,-1,1,-2,-1,1,1,1,,-1,-3,1,-2,1,3,3,4,56,25,,50,69,,230,3m:50s,AnonymousUser,5f68df44e847c607809962c8,64413beb7a2d6b000b31e13a,65800e16646de80c5e06d57c,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5f68df44e847c607809962c8&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=65800e16646de80c5e06d57c,1,3,2,6,3,160,7,10,4,210,,66,5,91,20043,,,,,6,,,,,,,,,,,,None,3c9f7a23-c66b-4748-9933-30a766cd61bf,,
﻿,0,,,2023-12-18 09:37:59.578830,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,63ee5474d06e9f30eb97eac0,,,1,1,1,1,1,-2,1,1,-2,-3,,-3,-1,1,1,-3,24,7,10,39,60,46,22,,,278,4m:38s,AnonymousUser,63ee5474d06e9f30eb97eac0,64413b04f9885d4cc8821c4a,658012d673ee8e08e82e8bb8,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=63ee5474d06e9f30eb97eac0&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=658012d673ee8e08e82e8bb8,1,24,2,31,3,186,7,101,5,140,6,41,4,208,20046,,,,,,,,,,,,,,,,,None,f52cb47e-5d13-42ae-8b09-aa4dbbc19485,,
﻿,0,,,2023-12-18 10:47:47.032180,6402810e-3a44-45d9-8e01-a30867378455,instagram_1month_MIL__underserved_ar,1,60edd339db322f08d72ecd41,,,-2,1,-1,-1,-1,1,-1,1,1,-2,,,-1,-3,-2,-1,7,5,5,21,,18,13,12,,101,1m:41s,AnonymousUser,60edd339db322f08d72ecd41,64413a0d54e71805ea2a1795,65802342962d8934a6b5532c,https://testxr.org/projects/survey/prolific/6402810e-3a44-45d9-8e01-a30867378455/?PROLIFIC_PID=60edd339db322f08d72ecd41&STUDY_ID=64413a0d54e71805ea2a1795&SESSION_ID=65802342962d8934a6b5532c,1,7,2,12,3,69,7,17,4,38,5,82,,56,20048,,,,,6,,,,,,,,,,,,None,74834c48-cb05-4870-b13f-74fc24c3d4c3,,
﻿,0,,,2023-12-18 11:35:30.735448,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,60fc3a1e0eb578aa02590e27,,,1,-3,-2,-3,1,-2,1,1,1,1,,1,1,1,-1,-1,8,4,4,21,27,25,40,,,157,2m:37s,AnonymousUser,60fc3a1e0eb578aa02590e27,64413b04f9885d4cc8821c4a,65802e7077d0b5639dfa4d70,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=60fc3a1e0eb578aa02590e27&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=65802e7077d0b5639dfa4d70,1,9,2,13,3,43,5,111,7,18,4,83,6,132,20053,,,,,,,,,,,,,,,,,None,4db42a75-456e-4364-b955-929e9cca0072,,
﻿,0,,,2023-12-18 13:46:08.218486,734050eb-a8ba-4835-a715-85d8d3aafc3f,instagram_1month_MIL__ar,1,5da855e8db29f000128d738a,,,1,1,-1,1,1,-2,-2,1,1,-2,,-2,-1,1,1,-1,21,6,3,39,,24,32,44,,197,3m:17s,AnonymousUser,5da855e8db29f000128d738a,64413b04f9885d4cc8821c4a,65804d030074982bf3b0f95f,https://testxr.org/projects/survey/prolific/734050eb-a8ba-4835-a715-85d8d3aafc3f/?PROLIFIC_PID=5da855e8db29f000128d738a&STUDY_ID=64413b04f9885d4cc8821c4a&SESSION_ID=65804d030074982bf3b0f95f,1,21,2,27,3,114,6,30,4,147,7,171,,69,20065,,,,,5,,,,,,,,,,,,None,997848f3-8c8a-48b3-84ed-182410c910f3,,
﻿,0,,,2023-12-18 15:21:07.346998,cb4df694-2d07-4a21-9ee7-8024213990a4,instagram_1month_MIL__flat,1,5bdda595ee652a0001f0202a,,,1,1,-2,-3,1,-2,-2,-3,-3,-2,,-1,-2,-1,-2,1,11,13,6,53,40,31,,41,,260,4m:20s,AnonymousUser,5bdda595ee652a0001f0202a,64413beb7a2d6b000b31e13a,6580634250305984546b59f0,https://testxr.org/projects/survey/prolific/cb4df694-2d07-4a21-9ee7-8024213990a4/?PROLIFIC_PID=5bdda595ee652a0001f0202a&STUDY_ID=64413beb7a2d6b000b31e13a&SESSION_ID=6580634250305984546b59f0,1,11,2,24,3,195,,30,4,83,5,114,6,154,20070,,,,,7,,,,,,,,,,,,None,56e6b44d-6ff0-4bb7-915c-3bfadb12c74c,,
