username,rejected,email,nickname,created,study,study_name,question14_item1,prolific_id,prolific_reminder,question1,Q_el_1,Q_el_2,Q_el_3,Q_ay_1,Q_ay_2,Q_ay_3,Q_sp_1,Q_sp_2,Q_sp_3,Q_dd_1,Q_dd_2,Q_dd_3,Q_ss_1,Q_ss_2,Q_ss_3,rt_general info,rt_demographics,rt_intro_to_mem_qs,"rt_Filter my world, memory questions","rt_Filter about Artify Yourself, memory questions","rt_Filter about a Shadow Puppet Show, memory questions","rt_Filter about a Dance with Durga, memory questions",rt_Filter about Stories for Stitches,survey_page_changed_to_general info,duration_seconds,duration_readable,user_at_start,PROLIFIC_PID,STUDY_ID,SESSION_ID,study_url,textxr_participant_id,textxr_uuid,order_general info,survey_page_changed_to_demographics,order_demographics,survey_page_changed_to_intro_to_mem_qs,order_intro_to_mem_qs,survey_page_changed_to_Filter about Stories for Stitches,order_Filter about Stories for Stitches,"survey_page_changed_to_Filter my world, memory questions","order_Filter my world, memory questions","survey_page_changed_to_Filter about a Dance with Durga, memory questions","order_Filter about a Dance with Durga, memory questions","survey_page_changed_to_Filter about Artify Yourself, memory questions","order_Filter about Artify Yourself, memory questions","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions",internal_id,"order_Filter about a Shadow Puppet Show, memory questions",survey_page_changed_to_intro_to_mem_qs_1,rt_intro_to_mem_qs_1,survey_page_changed_to_Filter about Stories for Stitches_1,rt_Filter about Stories for Stitches_1,survey_page_changed_to_demographics_1,rt_demographics_1,survey_page_changed_to_intro_to_mem_qs_1_2,rt_intro_to_mem_qs_1_2,pageNumber,rt_general info_1,order_general info_1,"survey_page_changed_to_Filter my world, memory questions_1","rt_Filter my world, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1",Q_dd_1-Comment,survey_page_changed_to_demographics_1_2,rt_demographics_1_2,order_demographics_1,order_intro_to_mem_qs_1,survey_page_changed_to_intro_to_mem_qs_1_2_3,survey_page_changed_to_demographics_1_2_3,survey_page_changed_to_demographics_1_2_3_4,rt_demographics_1_2_3,survey_page_changed_to_intro_to_mem_qs_1_2_3_4,rt_intro_to_mem_qs_1_2_3,survey_page_changed_to_Filter about Stories for Stitches_1_2,rt_Filter about Stories for Stitches_1_2,"survey_page_changed_to_Filter about Artify Yourself, memory questions_1","rt_Filter about Artify Yourself, memory questions_1","rt_Filter about a Dance with Durga, memory questions_1","survey_page_changed_to_Filter about a Shadow Puppet Show, memory questions_1","rt_Filter about a Shadow Puppet Show, memory questions_1","survey_page_changed_to_Filter about a Dance with Durga, memory questions_1_2","rt_Filter about a Dance with Durga, memory questions_1_2",testxr_participant_id,testxr_uuid
﻿,0,,,2023-12-20 13:58:44.203655,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,608b0f7f4699c09aa348c57f,,,1,-2,-3,1,-3,-2,-2,1,1,-1,1,-2,1,-2,-3,36,13,8,19,25,34,,23,,191,3m:11s,AnonymousUser,608b0f7f4699c09aa348c57f,647e1520657b3e741e290106,6582f2e5fde0bf7d4b91fca4,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=608b0f7f4699c09aa348c57f&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6582f2e5fde0bf7d4b91fca4,,,1,36,2,49,3,57,4,80,5,158,,133,7,99,20123,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,b9dc5fa1-95cb-433d-bedb-4aa40d150dd3
﻿,0,,,2023-12-20 15:03:48.151735,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,5d986e29adb3a003bb2ae89f,,,-1,-3,1,1,1,1,-1,1,1,-3,1,-1,-2,-1,-3,15,8,4,5,19,,20,26,,130,2m:10s,AnonymousUser,5d986e29adb3a003bb2ae89f,647e14799b46b0e21c3c5ce1,65830239c84b87705ceea931,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=5d986e29adb3a003bb2ae89f&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=65830239c84b87705ceea931,,,1,15,2,23,3,27,4,92,7,72,6,53,5,116,20126,,,,,,,,,,,,,103,13,97,,,,,,,,,,,,,,,,6,,,,,None,3c749bce-f448-4478-bd6f-6327d2a62abb
﻿,0,,,2023-12-20 15:11:08.952346,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5c318c0143b64d000171d078,,,1,-3,1,-1,-3,-2,-2,-1,1,1,-1,1,-2,-1,-3,9,12,5,7,13,,16,13,21,89,1m:29s,AnonymousUser,5c318c0143b64d000171d078,647e1333ecfafc675f9b0499,658303f98668c519068e3ed4,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5c318c0143b64d000171d078&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658303f98668c519068e3ed4,,,1,9,2,25,3,30,4,72,7,43,5,59,6,79,20127,,,,,,24,1,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,None,4e93ea1b-05cb-4200-9ee5-f9edc299e1e0
﻿,0,,,2023-12-20 16:14:06.100148,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5d3b8c160c782a0019e0b205,,,1,1,-1,-2,-3,-3,1,-1,-1,-3,1,-2,-1,-2,-1,10,11,4,10,,19,21,15,,106,1m:46s,AnonymousUser,5d3b8c160c782a0019e0b205,647e1520657b3e741e290106,658312ba1a9f3606c4d23508,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5d3b8c160c782a0019e0b205&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=658312ba1a9f3606c4d23508,,,1,10,2,21,3,25,4,40,5,50,6,90,,71,20128,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,ff0625b3-b00f-411d-be15-feb310d2aba6
﻿,0,,,2023-12-20 21:37:46.539191,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5f031154d2fab64a687af6db,,,-1,-3,1,1,1,-1,-1,-1,-1,1,-1,-2,-1,-2,-1,5,10,2,4,7,,4,12,,104,1m:44s,AnonymousUser,5f031154d2fab64a687af6db,647e1520657b3e741e290106,65835e9b0bbf8b4605bcab9a,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5f031154d2fab64a687af6db&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=65835e9b0bbf8b4605bcab9a,,,1,5,2,15,3,17,4,87,7,83,6,76,5,91,20132,,29,2,66,10,31,1,32,34,,,,,,,,,,,,,,,,,,,,,,,,,,,None,81b9ea3e-695a-4e27-9d81-d2839593351a
﻿,0,,,2023-12-20 22:04:13.061036,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,61588f2ded4237d130c67097,,,1,-1,1,1,-3,-1,-2,1,1,-2,-2,1,-2,-3,-3,10,9,1,11,14,,17,12,,108,1m:48s,AnonymousUser,61588f2ded4237d130c67097,647e1520657b3e741e290106,658364cdcab02af18e31a385,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=61588f2ded4237d130c67097&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=658364cdcab02af18e31a385,,,1,10,2,19,3,20,4,46,5,57,6,74,7,88,20133,,32,4,37,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,522793fe-bc8e-4d15-8107-1407abd6d16c
﻿,0,,,2023-12-21 06:14:58.801123,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,63cee4f32cc60cd8fef674ba,,,1,1,-2,-1,1,1,1,-2,-2,-3,-3,-2,-3,-2,1,12,11,5,,20,13,23,24,,118,1m:58s,AnonymousUser,63cee4f32cc60cd8fef674ba,647e1333ecfafc675f9b0499,6583d7c18263d5be38639c3a,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=63cee4f32cc60cd8fef674ba&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6583d7c18263d5be38639c3a,,,1,12,2,23,3,28,4,108,,52,5,88,7,75,20135,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,341f3246-f340-4230-bbb8-b98463e81b1c
﻿,0,,,2023-12-23 02:44:30.554648,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,630505b4104867e588c31100,,,1,1,-3,1,-3,1,-2,-1,1,1,1,-2,-2,-3,-1,9,9,5,15,,17,22,15,,114,1m:54s,AnonymousUser,630505b4104867e588c31100,647e1333ecfafc675f9b0499,6586497e9326d7a395efad53,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=630505b4104867e588c31100&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6586497e9326d7a395efad53,,,1,9,2,18,3,24,4,61,6,39,5,93,,76,20150,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,29d34545-58da-41af-815e-5f53ab479e27
﻿,0,,,2023-12-23 09:49:54.944997,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,611163c821ec0815f38cd241,,,1,1,1,-2,-3,1,-3,1,-3,1,-2,1,1,-2,-3,5,5,106,10,,33,24,29,,239,3m:59s,AnonymousUser,611163c821ec0815f38cd241,647e1333ecfafc675f9b0499,6586ad393c3792a05f2cd60b,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=611163c821ec0815f38cd241&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6586ad393c3792a05f2cd60b,,,1,5,2,10,3,116,4,202,7,178,6,212,,145,20151,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,c039d8eb-102e-497e-a6e6-3ffe177da45e
﻿,0,,,2023-12-24 03:40:02.425312,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,,,,-1,-2,-3,-2,-3,-3,-2,-3,-2,1,-3,-2,1,-3,,9,2,5,,4,5,3,3,,28,0m:28s,AnonymousUser,612e41fb25de530ea83df0bc,647e1333ecfafc675f9b0499,6587a7ff1b35dfdd5f77b143,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=612e41fb25de530ea83df0bc&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=6587a7ff1b35dfdd5f77b143,,,1,9,2,11,3,8,2,25,,13,4,16,5,20,20157,6,3,,,5,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,None,973c3310-449c-41ad-95a6-78e53980d39f
﻿,0,,,2023-12-24 04:57:40.716573,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,5c588d147831040001973ab3,,,1,-1,-2,-2,-2,-3,-3,-1,-3,1,1,-2,-2,-3,-1,18,7,2,13,,20,21,18,,116,1m:56s,AnonymousUser,5c588d147831040001973ab3,647e1520657b3e741e290106,6587ba2ce4667a5990b2e3e4,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=5c588d147831040001973ab3&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6587ba2ce4667a5990b2e3e4,,,1,18,2,25,3,27,4,45,5,58,6,99,,79,20158,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,fe094413-f0ce-405c-a4c9-fb5fe9701439
﻿,0,,,2023-12-24 15:02:29.020569,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6148abfee7fec961f2a097d5,,,1,-2,-1,1,-3,1,-3,-1,-1,-2,1,,-2,-3,-3,24,19,3,17,,22,23,23,,161,2m:41s,AnonymousUser,6148abfee7fec961f2a097d5,647e14799b46b0e21c3c5ce1,658847e5ce393a51067a06f2,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6148abfee7fec961f2a097d5&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=658847e5ce393a51067a06f2,,,1,24,2,43,3,46,4,91,6,108,7,132,,69,20160,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,b93bcbba-f466-40e7-97ca-05f2ef3ba93b
﻿,0,,,2023-12-27 08:12:55.287497,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,63d14aaf6bcb1785ece7dff5,,,-1,-1,-3,-2,-1,1,-3,1,1,1,-2,1,-1,-1,-1,23,4,5,30,,45,23,25,,171,2m:51s,AnonymousUser,63d14aaf6bcb1785ece7dff5,647e14799b46b0e21c3c5ce1,658bdc5ec1c6748df60079d1,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=63d14aaf6bcb1785ece7dff5&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=658bdc5ec1c6748df60079d1,,,1,23,2,27,3,32,4,125,7,57,5,155,,80,20176,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,97c7cb80-6b6c-4b9e-bd3a-97a671daf383
﻿,0,,,2023-12-27 11:30:47.889728,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,60fd9b084a91f75f655da04f,,,1,-1,-3,-2,1,1,1,1,-2,1,-1,1,1,1,-1,14,5,3,11,18,14,,20,,103,1m:43s,AnonymousUser,60fd9b084a91f75f655da04f,647e1333ecfafc675f9b0499,658c0ad2c0e5d908b0943e37,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=60fd9b084a91f75f655da04f&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658c0ad2c0e5d908b0943e37,,,1,14,2,19,3,22,4,42,5,85,,67,7,53,20177,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,96e36dff-bae8-46f6-812e-784a3239bcc3
﻿,0,,,2023-12-28 05:35:43.318038,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,63d523d89e78ae6e711ada49,,,-2,1,-1,1,-3,-2,1,1,-1,1,1,1,1,-3,-2,10,6,6,16,34,18,,47,,178,2m:58s,AnonymousUser,63d523d89e78ae6e711ada49,647e1333ecfafc675f9b0499,658d091b60bacbf706780af3,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=63d523d89e78ae6e711ada49&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658d091b60bacbf706780af3,,,1,10,2,16,3,22,4,103,6,137,,69,5,119,20183,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,e0b7425d-f441-47fc-8299-aa95acc185f3
﻿,0,,,2023-12-28 12:13:45.179281,6cccf816-0cce-4619-9edb-206a050a13b1,instagram_1month_MAP__ar,1,6151d24c6baf491aa36dd868,,,1,1,-3,1,-3,-2,1,1,-2,1,-2,1,-1,-1,-3,9,6,2,13,,19,25,24,,111,1m:51s,AnonymousUser,6151d24c6baf491aa36dd868,647e14799b46b0e21c3c5ce1,658d663ef86e4b2484f4615b,https://testxr.org/projects/survey/prolific/6cccf816-0cce-4619-9edb-206a050a13b1/?PROLIFIC_PID=6151d24c6baf491aa36dd868&STUDY_ID=647e14799b46b0e21c3c5ce1&SESSION_ID=658d663ef86e4b2484f4615b,,,1,9,2,15,3,17,4,41,5,54,6,98,,79,20184,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,42011ceb-f84c-4d52-9d88-74f86970c9ee
﻿,0,,,2023-12-28 16:11:36.478987,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,628e68a3c9d95b8cb7585324,,,-1,1,-3,-3,-1,-1,1,-1,-1,1,-1,-3,-2,1,-3,6,8,3,5,,8,14,6,,66,1m:6s,AnonymousUser,628e68a3c9d95b8cb7585324,647e1333ecfafc675f9b0499,658d9e290578e8fbcd777ad0,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=628e68a3c9d95b8cb7585324&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658d9e290578e8fbcd777ad0,,,1,6,2,14,3,18,4,31,5,36,6,58,,50,20186,7,24,1,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,9d23ed94-445b-4937-9b81-874bb0d7064f
﻿,0,,,2023-12-29 09:49:35.572257,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,5eac8f1cb1ad422f73aa0e21,,,1,-2,-3,1,-3,-1,1,-1,-1,1,-3,-2,-3,-2,-3,10,6,4,10,15,,19,13,,85,1m:25s,AnonymousUser,5eac8f1cb1ad422f73aa0e21,647e1333ecfafc675f9b0499,658e961eae0901671bb1ff56,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=5eac8f1cb1ad422f73aa0e21&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658e961eae0901671bb1ff56,,,1,10,2,16,3,20,4,67,7,33,5,52,6,77,20191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,ae0eb408-6a4c-4eec-a7ae-d107eabc7e37
﻿,0,,,2023-12-29 15:14:52.238597,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,60fb5292cf5d71817fcab54e,,,1,1,1,-2,-3,1,1,1,1,1,-2,-2,-2,-2,1,6,5,3,,14,17,22,18,,95,1m:35s,AnonymousUser,60fb5292cf5d71817fcab54e,647e1520657b3e741e290106,658ee25ed6ee42e32dc87a11,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=60fb5292cf5d71817fcab54e&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=658ee25ed6ee42e32dc87a11,,,1,6,2,11,3,14,4,85,,32,5,54,6,68,20194,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,5dd15546-c4ea-4405-8189-92c766f1ae94
﻿,0,,,2023-12-30 01:06:08.365576,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,60cfd66e2cc5d72d75bc9839,,,1,-1,-1,-2,1,1,-3,-2,1,1,1,-1,1,1,-3,71,25,8,,17,20,45,25,,222,3m:42s,AnonymousUser,60cfd66e2cc5d72d75bc9839,647e1333ecfafc675f9b0499,658f6ab93709b3370005f6ed,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=60cfd66e2cc5d72d75bc9839&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658f6ab93709b3370005f6ed,,,1,71,2,96,3,104,4,211,,129,5,194,7,174,20195,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,294a5a6a-359f-4266-82bd-3f1b9a42403c
﻿,0,,,2023-12-30 01:20:57.721115,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,6138fb57e2e6431ff430a4d3,,,-3,1,-2,-2,-1,1,-1,1,-2,1,1,-1,-3,-2,-1,4,16,6,11,12,11,,21,20,140,2m:20s,AnonymousUser,6138fb57e2e6431ff430a4d3,647e1520657b3e741e290106,658f706982ff025a05fda544,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=6138fb57e2e6431ff430a4d3&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=658f706982ff025a05fda544,,,1,4,2,31,3,68,4,101,6,123,,89,5,112,20196,7,58,10,,,30,1,,,,10,,,,,,37,21,,,,,,,,,,,,,,,,,,None,92da5c86-a419-4271-9d59-b13a752c6fd3
﻿,0,,,2023-12-30 08:18:07.253702,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6447a38e0d9b775db979b22e,,,1,-3,-1,-3,-1,1,1,-3,-1,1,-1,-1,-3,1,-3,14,21,4,,20,19,42,22,,154,2m:34s,AnonymousUser,6447a38e0d9b775db979b22e,647e1333ecfafc675f9b0499,658fd2270cad541a2dedaa2e,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6447a38e0d9b775db979b22e&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658fd2270cad541a2dedaa2e,,,1,14,2,35,3,39,4,142,,61,5,122,7,103,20198,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,a9df83ba-e63b-4ac1-a70d-9224757d3714
﻿,0,,,2023-12-30 11:03:33.650508,53f6e544-6dfa-4207-b583-30c5bdc2fd6a,instagram_1month_MAP__underserved_ar,1,6025b06d4dc0f419de031cfb,,,1,-2,-3,1,-3,1,-3,-2,-2,1,1,1,1,-1,-3,7,9,2,14,26,,30,17,,131,2m:11s,AnonymousUser,6025b06d4dc0f419de031cfb,647e1333ecfafc675f9b0499,658ff8f00c5cd20f4477a064,https://testxr.org/projects/survey/prolific/53f6e544-6dfa-4207-b583-30c5bdc2fd6a/?PROLIFIC_PID=6025b06d4dc0f419de031cfb&STUDY_ID=647e1333ecfafc675f9b0499&SESSION_ID=658ff8f00c5cd20f4477a064,,,1,7,2,16,3,18,4,65,6,35,5,79,7,105,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,51e618da-e2d1-474d-92c6-5232aa7f120f
﻿,0,,,2023-12-30 11:13:38.145489,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,63692bde98446f68469554a0,,,1,-1,-1,-2,-3,1,-1,1,-1,-2,-3,-2,1,-3,-1,7,7,3,12,12,,27,13,,98,1m:38s,AnonymousUser,63692bde98446f68469554a0,647e1520657b3e741e290106,658ffb4fc16caa9b2df8afe5,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=63692bde98446f68469554a0&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=658ffb4fc16caa9b2df8afe5,,,1,7,2,14,3,17,4,70,7,30,5,58,6,82,20201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,75777ca4-46ed-40c0-85db-4aaeb0a9a7dc
﻿,0,,,2023-12-30 17:30:49.143271,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,642f7d1f1a619d37c0d70c6e,,,-1,-2,1,-3,-2,1,-1,-2,1,-1,-1,-2,-3,-2,-1,6,14,11,12,7,,8,38,,110,1m:50s,AnonymousUser,642f7d1f1a619d37c0d70c6e,647e1520657b3e741e290106,659053a3df6b96e03acb5717,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=642f7d1f1a619d37c0d70c6e&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=659053a3df6b96e03acb5717,,,1,6,2,20,3,31,4,69,5,88,7,81,6,96,20204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,bff726f6-ebf7-4b21-9665-077a6f7e7fa4
﻿,0,,,2023-12-31 17:50:18.981203,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,60fc7d423aa600bbb01b7813,,,1,-3,-3,1,-3,1,-1,-1,-1,1,-3,-2,-3,-1,-3,22,14,6,22,29,,37,32,,196,3m:16s,AnonymousUser,60fc7d423aa600bbb01b7813,647e1520657b3e741e290106,6591a9b91216f40f2a7852c6,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=60fc7d423aa600bbb01b7813&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6591a9b91216f40f2a7852c6,,,1,22,2,36,3,43,4,112,6,75,5,134,7,164,20208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,fad3bf71-45ae-4336-9149-56a39844d790
﻿,0,,,2024-01-03 08:14:44.078331,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,64447ccc145f3b6fc14bf66d,,,1,-2,-1,1,1,-1,-1,-1,-2,-2,-1,-1,-2,-2,,11,5,2,,12,9,11,42,,103,1m:43s,AnonymousUser,64447ccc145f3b6fc14bf66d,647e1520657b3e741e290106,6595175dff907db6b6afefeb,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=64447ccc145f3b6fc14bf66d&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=6595175dff907db6b6afefeb,,,1,11,2,16,3,18,4,93,,82,7,69,6,60,20222,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,1bf732df-b31c-467b-89f3-5fff399f639a
﻿,0,,,2024-01-04 07:38:22.593370,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,60fd0bfea62dcfd1306dbd04,,,-1,1,-3,-2,1,-2,1,1,1,1,1,1,1,-1,-3,9,11,7,15,,20,24,21,,129,2m:9s,AnonymousUser,60fd0bfea62dcfd1306dbd04,647e1520657b3e741e290106,65966054dc9090390e4ef396,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=60fd0bfea62dcfd1306dbd04&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=65966054dc9090390e4ef396,,,1,9,2,20,3,27,4,72,6,48,5,107,,87,20231,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,b3305f6a-2c40-4dfa-bcd9-86b00907bc7d
﻿,0,,,2024-01-08 03:54:40.572482,7c84c335-14bb-4f3a-bf50-d6767efcf75e,instagram_1month_MAP__underserved_flat,1,63d863101258740ed88ba835,,,1,1,1,-2,-3,-1,1,1,-2,1,-2,1,1,-2,-3,6,11,1,12,15,,22,27,,115,1m:55s,AnonymousUser,63d863101258740ed88ba835,647e1520657b3e741e290106,659b71ec966a4d31ded3529b,https://testxr.org/projects/survey/prolific/7c84c335-14bb-4f3a-bf50-d6767efcf75e/?PROLIFIC_PID=63d863101258740ed88ba835&STUDY_ID=647e1520657b3e741e290106&SESSION_ID=659b71ec966a4d31ded3529b,,,1,6,2,17,3,18,4,45,5,57,6,79,7,94,20250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,43787719-aaf3-4112-8532-4c91480b1d6b
